cell_id,lat_c,lon_c,rate_mc_yr,rate_all_mc_yr,rate_m5.0_yr,rate_all_m5.0_yr,p_1d,p_all_1d,p_7d,p_all_7d,p_30d,p_all_30d,p_90d,p_all_90d
12022,38.125,30.625,0.57019243420168,1.3702886438518862,0.0065125206220110615,0.014643325648770822,1.783015075218497e-05,4.009043701069803e-05,0.00012480437926376542,0.0002805993092238612,0.0005347662528659702,0.0012020142210900087,0.001603440986692073,0.0036017098854228546
13013,38.375,28.375,0.3064747856000049,0.5499247579904903,0.003500438170739534,0.005876665000258624,9.583631477738663e-06,1.608930246244089e-05,6.708349160944316e-05,0.00011261968120424015,0.00028746899490006417,0.00048256648422217996,0.0008621590931872092,0.0014470009538070094
14013,38.625,28.375,0.31092568983531954,0.4994912329937186,0.003551274702198719,0.0053377168498403415,9.722812971846295e-06,1.4613765496718223e-05,6.805770564044522e-05,0.00010229187378119065,0.00029164327099284737,0.0004383200780393448,0.0008746746703920394,0.0013143839448578332
8016,37.125,29.125,1.4873311148583521,3.957627276204522,0.016987729012636527,0.04229242157259298,4.650878568168704e-05,0.0001157836362496445,0.0003255160788828704,0.0008102039852082576,0.001394323044557888,0.003467683839474822,0.004177139434170529,0.010367018723105526
4018,36.125,29.625,0.667012945628343,0.856157084266048,0.007618367594853872,0.009149157768810189,2.0857736190649234e-05,2.5048715074582617e-05,0.00014599501770362622,0.0001753278298718408,0.0006255428779101679,0.000751188580451978,0.0018754549668315024,0.0022518733123897405
3017,35.875,29.375,0.7262417371028638,0.9298858644044797,0.008294856272636248,0.009937046176188962,2.2709820903243916e-05,2.7205779611350067e-05,0.00015895791627773548,0.00019042491474063894,0.0006810703294984899,0.000815851502895204,0.00204181973403339,0.002445558210703247
9018,37.375,29.625,0.7087278487285381,1.3924892655270955,0.00809481931604441,0.014880568316039391,2.2162161851801976e-05,4.073994578290829e-05,0.00015512481895374464,0.0002851447682400421,0.0006646512445240838,0.0012214766596559956,0.0019926287433589263,0.003659955785727198
4019,36.125,29.875,0.5394623061681821,0.6596039160346487,0.006161532814157393,0.00704873019639785,1.686921517840556e-05,1.929818530410632e-05,0.00011807853043777072,0.00013507947656132835,0.000505952686705835,0.0005787835856181367,0.0015170902252718,0.0017353459794244852
3018,35.875,29.625,0.7151011300349907,0.919611133190153,0.008167612505586222,0.009827247240176442,2.2361454306341066e-05,2.690517464110087e-05,0.00015651967980845338,0.00018832102151289387,0.0006706261595130769,0.0008068404268304352,0.002010529561808805,0.002418568831314638
1014,35.375,28.625,0.5173739691928841,0.7878672684708683,0.0059092482494578265,0.008419391806237214,1.6178509097630744e-05,2.305077281072876e-05,0.00011324406720447655,0.00016134425200309277,0.00048524143141204235,0.0006912921019548435,0.0014550180307503213,0.0020724429819117818
7007,36.875,26.875,1.137962435012191,1.519755900785378,0.012997373133277155,0.016240578699743487,3.5584235129726416e-05,4.446329265506144e-05,0.0002490630564910834,0.0003112015349897579,0.0010669764233437462,0.0013330391482210269,0.00319751516865463,0.003993788833352663
5008,36.375,27.125,1.803252725634751,3.5061133762675887,0.0205960652193434,0.03746740525111371,5.6387363545407077e-05,0.00010257490379328438,0.0003946447808627074,0.0007178034104946551,0.0016902385363622985,0.0030726745917996068,0.0050621497190104225,0.009189728798089658
18078,39.625,44.625,0.12329793267435989,0.17682405779189014,0.0014082619849513508,0.001889596233903836,3.855603751157233e-06,5.173419154180792e-06,2.698891408059456e-05,3.621337203452146e-05,0.00011566164619558617,0.00015519093273186346,0.0003469448072849213,0.0004655005492563147
26004,41.625,26.125,0.0484863773935555,0.06772923542414595,0.0005537929192347933,0.0007237754284164052,1.516201230455927e-06,1.981587163024656e-06,1.0613360336697575e-05,1.3871027681133796e-05,4.548503691936823e-05,5.944590681394857e-05,0.00013644890418651467,0.00017832711920440225
23072,40.875,43.125,0.10637278109963165,0.12970635589188267,0.0012149493556538296,0.0013860819883182948,3.3263445173847828e-06,3.794878462137774e-06,2.328417926722448e-05,2.656384681398727e-05,9.97855225846056e-05,0.0001138400896075753,0.00029932669729582084,0.0003414813916000625
23075,40.875,43.875,0.1762913923574336,0.2049610050001806,0.0020135330799649657,0.0021902763005320503,5.51273793270024e-06,5.99663171363396e-06,3.8588527338956347e-05,4.197566685115728e-05,0.00016536891888963012,0.0001798833098604069,0.000496024720553323,0.0005395528613862943
24073,41.125,43.375,0.20499011297731656,0.23425704988921214,0.0023413189267273834,0.0025033428412611627,6.410161321301899e-06,6.853755681324181e-06,4.487026636479374e-05,4.79753033272301e-05,0.00019228696648510013,0.00020559223807092852,0.0005767499837324719,0.0006166499183978269
22024,40.625,31.125,0.29600657084900495,2.250946041435516,0.0033808742124120652,0.02405430129662128,9.25628628400954e-06,6.585491920851894e-05,6.479220475996694e-05,0.00046089337017674037,0.00027765132144508264,0.0019737621966749996,0.0008327227149703686,0.0059096070676568635
30079,42.625,44.875,0.1048965354842811,0.11757307226631325,0.0011980882409906993,0.0012564219899557044,3.2801814537908314e-06,3.4398900177201597e-06,2.2961044226721405e-05,2.4078981635811125e-05,9.840076333678116e-05,0.00010319155341043107,0.00029517324283245827,0.0003095427158401609
11024,37.875,31.125,0.33950954919059745,0.7563218141850883,0.003877748647382755,0.00808228738526894,1.061664082957492e-05,2.2127852055020547e-05,7.431411887481865e-05,0.00015488468228608276,0.0003184501995640021,0.0006636226114351551,0.0009550463993974745,0.001989546941650433
